cell,cycle,capacity_Ah_raw,capacity_Ah,nominal_capacity_Ah,soh_pct,subgroup,major_group,source_file
Tongji1_CY25-025_1--1,42,3.172118087528619,3.1718924189474036,3.5,90.62549768421152,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,43,3.1702028215266917,3.1700321635549273,3.5,90.57234753014077,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,44,3.1678304222972287,3.1681935344386116,3.5,90.51981526967462,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,45,3.1662945968451583,3.1663770345679314,3.5,90.46791527336947,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,46,3.164503620957575,3.1645347569834135,3.5,90.41527877095466,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,47,3.1626833363406015,3.1627149258737144,3.5,90.36328359639184,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,48,3.16071263581828,3.1609262308744595,3.5,90.31217802498455,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,49,3.15907546936659,3.1591381097170004,3.5,90.26108884905716,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,50,3.1575428361009386,3.1572996119508807,3.5,90.20856034145375,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,51,3.1556028479555938,3.155506083304373,3.5,90.15731666583922,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,52,3.1536187526333257,3.153715202196779,3.5,90.10614863419369,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,53,3.1520059390245243,3.1519583406977825,3.5,90.05595259136521,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,54,3.150145199696047,3.1501639618816286,3.5,90.00468462518938,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,55,3.1486131978940164,3.1483942899269706,3.5,89.954122569342,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,56,3.14666851964559,3.1466512328604956,3.5,89.9043209388713,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,57,3.144486006675481,3.144831840484911,3.5,89.85233829956887,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,58,3.1435032557896587,3.1430602820734155,3.5,89.80172234495474,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,59,3.141281127829857,3.141274922729738,3.5,89.75071207799252,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,60,3.139272260548907,3.1394897437644893,3.5,89.69970696469969,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,61,3.1375438829161246,3.1376938748343055,3.5,89.6483964238373,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,62,3.136074495302188,3.1359057849680236,3.5,89.59730814194354,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,63,3.13414124160048,3.1341239514574335,3.5,89.54639861306953,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,64,3.1325409384243432,3.132351484649912,3.5,89.4957567042832,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,65,3.13025026250963,3.1305643079219907,3.5,89.44469451205688,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,66,3.128994088155788,3.1287845037370516,3.5,89.39384296391576,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,67,3.127152160281709,3.127022717165827,3.5,89.3435062047379,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,68,3.124937453640815,3.125281669005031,3.5,89.29376197157231,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,69,3.1238942015828477,3.1235423758964824,3.5,89.24406788275664,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,70,3.121610058992378,3.1218114252952516,3.5,89.1946121512929,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,71,3.1200842685630956,3.1201160343455507,3.5,89.14617240987288,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,72,3.118345694545761,3.1184187273490256,3.5,89.09767792425787,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,73,3.116598882992217,3.1167039522552793,3.5,89.04868435015085,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,74,3.114879530621474,3.115010945893043,3.5,89.00031273980122,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,75,3.1134360205193405,3.1133574021327997,3.5,88.9530686323657,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,76,3.111593198332788,3.1116848137200597,3.5,88.9052803920017,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,77,3.110047487681072,3.110030258516271,3.5,88.85800738617918,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,78,3.108583020675457,3.1083493399225506,3.5,88.8099811406443,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,79,3.1067263202453606,3.1067155792773846,3.5,88.76330226506813,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,80,3.1051846059286854,3.105079634192,3.5,88.71656097691428,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,81,3.103612530294458,3.1034253599506494,3.5,88.66929599858999,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,82,3.101514660404866,3.1018203275391727,3.5,88.62343792969065,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,83,3.100236264633109,3.1001856907863905,3.5,88.5767340224683,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,84,3.098465690143504,3.098557099005328,3.5,88.53020282872366,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,85,3.097051483116728,3.096925222252771,3.5,88.4835777786506,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,86,3.095231339268528,3.0952728604927024,3.5,88.43636744264863,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,87,3.0933554353362362,3.09364228100067,3.5,88.389779457162,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,88,3.0920189101280373,3.092015526931035,3.5,88.34330076945814,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,89,3.090470836764322,3.090352461283148,3.5,88.29578460808993,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,90,3.088906737523739,3.0887095564224842,3.5,88.24884446921384,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,91,3.0871140098989533,3.0870859443170886,3.5,88.20245555191683,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,92,3.0856043655409082,3.0854418804722323,3.5,88.15548229920664,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,93,3.0838542861968317,3.083811422002493,3.5,88.10889777149978,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,94,3.0821372637972,3.082203931177029,3.5,88.06296946220083,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,95,3.080465725133598,3.08057338853366,3.5,88.01638252953315,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,96,3.078869898342964,3.078990994565065,3.5,87.97117127328758,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,97,3.077233722973499,3.0773635872598435,3.5,87.92467392170981,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,98,3.0758946718731033,3.075736337757572,3.5,87.87818107878778,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,99,3.073816315237496,3.07410846023194,3.5,87.83167029234114,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,100,3.072264099241266,3.0724438723679643,3.5,87.7841106390847,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,101,3.071083513525387,3.070809749050983,3.5,87.73742140145666,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,102,3.0692991117190207,3.069176165588494,3.5,87.6907475882427,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,103,3.067619144165447,3.0675678212877155,3.5,87.64479489393473,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,104,3.066231658710531,3.065957377291322,3.5,87.59878220832347,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,105,3.064615882989501,3.0643546144780816,3.5,87.55298898508805,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,106,3.0628067264531786,3.062749734918559,3.5,87.5071352833874,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,107,3.061095611440022,3.061136483770718,3.5,87.46104239344909,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,108,3.058868156678741,3.059515161113105,3.5,87.41471888894584,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,109,3.0577139019829684,3.05789266453808,3.5,87.36836184394515,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,110,3.056333799409992,3.0563210753290146,3.5,87.3234592951147,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,111,3.0545920789309364,3.0547241385973005,3.5,87.27783253135145,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,112,3.053351576755102,3.0531207295497618,3.5,87.23202084427892,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,113,3.051584366865368,3.0515276101041042,3.5,87.18650314583155,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,114,3.050177922296955,3.0499555404522933,3.5,87.14158687006552,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,115,3.0483751840797257,3.048383272297791,3.5,87.09666492279403,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,116,3.046728643133819,3.046802393270618,3.5,87.05149695058908,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,117,3.0452020014903427,3.045249073009543,3.5,87.00711637170123,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,118,3.043613335144993,3.0437147303820042,3.5,86.96327801091441,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,119,3.0421429716924373,3.0421392356669292,3.5,86.91826387619798,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,120,3.0407404328852006,3.0405936605219845,3.5,86.87410458634243,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,121,3.0393612825607628,3.0390266549843523,3.5,86.82933299955292,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,122,3.0369483046244286,3.0374639397535583,3.5,86.7846839929588,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,123,3.0361307497810874,3.035906001093213,3.5,86.74017145980608,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,124,3.0343287158481185,3.034314345531735,3.5,86.69469558662101,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,125,3.0326135017190223,3.0327752413417453,3.5,86.65072118119272,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,126,3.031186309179282,3.0312280603623254,3.5,86.60651601035215,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,127,3.0295801332952212,3.0296837159272694,3.5,86.56239188363627,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,128,3.0281967943089474,3.0278069406189765,3.5,86.50876973197076,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,129,3.026555315139837,3.026372523849363,3.5,86.46778639569608,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,130,3.0248199881372084,3.024928862687779,3.5,86.42653893393654,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,131,3.0239429396580673,3.0234520560811498,3.5,86.38434445946142,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,132,3.021967575401613,3.0219166947645655,3.5,86.3404769932733,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,133,3.019996282625326,3.020446399934885,3.5,86.29846856956814,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,134,3.018564279584418,3.019044885000015,3.5,86.25842528571471,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,135,3.017054518026256,3.017552193466363,3.5,86.2157769561818,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,136,3.015916582335202,3.0161034282606325,3.5,86.1743836645895,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,137,3.0138688448753523,3.0146067911990895,3.5,86.13162260568826,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,138,3.0122102480528428,3.013097836850738,3.5,86.0885096243068,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,139,3.0107311300372994,3.0115841874341966,3.5,86.0452624981199,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,140,3.015651152284342,3.0100605154487945,3.5,86.0017290128227,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,141,3.007790179209526,3.0084841375040616,3.5,85.95668964297319,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,142,3.006187358265517,3.006944392696016,3.5,85.91269693417189,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,143,3.0049766567727336,3.0053767416813453,3.5,85.86790690518129,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,144,3.004606497743734,3.003838223590009,3.5,85.82394924542884,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,145,3.002383364214678,3.0022483232586,3.5,85.77852352167429,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,146,2.9998439682557483,3.000615169440374,3.5,85.73186198401069,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,147,2.998657706188832,2.998995587040565,3.5,85.685588201159,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,148,2.9968268325306524,2.997345120903222,3.5,85.63843202580634,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,149,2.9956477696027286,2.995696362968419,3.5,85.59132465624054,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,150,2.9939271863037114,2.9939917560018476,3.5,85.5426216000528,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,151,2.9923125937361656,2.992287505913053,3.5,85.49392874037294,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,152,2.990573211160077,2.990575949536665,3.5,85.445027129619,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,153,2.989928663789062,2.9892935645866934,3.5,85.40838755961981,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,154,2.987581700210638,2.987725260733076,3.5,85.36357887808789,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,155,2.985984528831516,2.986130789612752,3.5,85.31802256036433,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,156,2.984391484249536,2.984555654514816,3.5,85.27301870042332,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,157,2.983147275747614,2.983056465877403,3.5,85.23018473935437,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,158,2.9816865815664317,2.9815289852635876,3.5,85.1865424361025,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,159,2.979687868714466,2.979932104015319,3.5,85.14091725758054,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,160,2.978323888410371,2.9783744736522135,3.5,85.09641353292038,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,161,2.9769598110757096,2.976816745972647,3.5,85.05190702778991,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,162,2.975717353121747,2.9752773908433525,3.5,85.00792545266722,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
Tongji1_CY25-025_1--1,163,2.973789006115721,2.9737133958352833,3.5,84.96323988100809,Tongji1_CY25-025,Tongji1,Tongji1_CY25-025_1--1.pkl
